Date,Open,High,Low,Close,Adj Close,Volume
2024-02-07,2372.262695,2442.636230,2353.706055,2423.745117,2423.745117,9660628536
2024-02-08,2424.080078,2459.556641,2414.749512,2419.906494,2419.906494,9941841732
2024-02-09,2419.773682,2522.724609,2419.362793,2487.515625,2487.515625,13634203177
2024-02-10,2487.650391,2516.719727,2475.857666,2501.228271,2501.228271,6474444159
2024-02-11,2501.129883,2537.679199,2495.214355,2507.570557,2507.570557,7347245813
2024-02-12,2507.578857,2663.842773,2473.812012,2658.115967,2658.115967,13022696866
2024-02-13,2659.586182,2686.455078,2599.169434,2642.185303,2642.185303,18271237044
2024-02-14,2641.685303,2786.893555,2621.025391,2777.902344,2777.902344,21448973822
2024-02-15,2777.601318,2865.845459,2764.010498,2824.378906,2824.378906,23734481937
2024-02-16,2825.480713,2858.450439,2760.331055,2803.691406,2803.691406,17057114638
2024-02-17,2803.735840,2805.128662,2724.386963,2786.672607,2786.672607,17932379943
2024-02-18,2786.709717,2892.843506,2767.913086,2878.998047,2878.998047,23355830478
2024-02-19,2881.296875,2983.370605,2860.263672,2943.574707,2943.574707,15163110589
2024-02-20,2944.106445,3031.524414,2879.903320,3013.503662,3013.503662,20341598470
2024-02-21,3015.653320,3017.190430,2875.418457,2970.355469,2970.355469,18897136867
2024-02-22,2969.599854,3030.666016,2907.109375,2971.007324,2971.007324,18058908246
2024-02-23,2970.139648,2991.329590,2906.583740,2921.658203,2921.658203,12822717059
2024-02-24,2921.962891,3003.195068,2907.700684,2992.385986,2992.385986,10701688842
2024-02-25,2992.366699,3117.428955,2984.393066,3112.697266,3112.697266,14620450464
2024-02-26,3112.529053,3197.375000,3037.954590,3178.993652,3178.993652,17504464351
2024-02-27,3178.405029,3287.958008,3167.830566,3244.519287,3244.519287,21090315368
2024-02-28,3243.893311,3485.450928,3201.575928,3385.703857,3385.703857,32885894265
2024-02-29,3386.802734,3518.969238,3303.905273,3341.919678,3341.919678,28469171094
2024-03-01,3341.965820,3452.626221,3341.851074,3435.053955,3435.053955,16880101987
2024-03-02,3436.159180,3459.747314,3398.898926,3422.049805,3422.049805,12024340617
2024-03-03,3422.875244,3491.168457,3372.214111,3490.993652,3490.993652,13643324467
2024-03-04,3489.340088,3641.459229,3446.017578,3630.433838,3630.433838,26772963830
2024-03-05,3631.928955,3828.159668,3224.119385,3554.964600,3554.964600,47706899137
2024-03-06,3554.067871,3901.434326,3502.802490,3819.226318,3819.226318,34938642613
2024-03-07,3818.311035,3939.593994,3738.685303,3874.347656,3874.347656,22457177587
2024-03-08,3874.830811,3998.826416,3828.363281,3892.061035,3892.061035,26135487051
2024-03-09,3892.119141,3950.396484,3880.658936,3915.418945,3915.418945,11926623780
2024-03-10,3915.590576,3968.723633,3800.564453,3881.193115,3881.193115,15783924355
2024-03-11,3881.237793,4087.050049,3745.125244,4066.445068,4066.445068,28806262507
2024-03-12,4066.690430,4092.284180,3831.889893,3980.273193,3980.273193,26917010932
2024-03-13,3980.265137,4083.007324,3936.627197,4006.457031,4006.457031,22028114691
2024-03-14,null,null,null,null,null,null
